variable,label,question,valid_range,missing_codes,years_available,has_notes,n_value_labels
VCF0482a,1972-2004 Mention 1: Dislike About Democratic Presidential Cand,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,8888;8889,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,2
VCF0482b,1972-2004 Mention 1: Dislike About Democratic Presidential Cand COLLAPSED,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",11-50,88;89,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,15
VCF0482c,1952-1968 Mention 1: Dislike About Democratic Presidential Cand,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,9987;9988;9989,"1952, 1956, 1960, 1964, 1968",Yes,3
VCF0482d,1952-1968 Mention 1: Dislike About Democratic Presidential Cand COLLAPSED,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",21-30,87;89,"1952, 1956, 1960, 1964, 1968",Yes,12
VCF0483a,1972-2004 Mention 2: Dislike About Democratic Presidential Cand,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,0
VCF0483b,1972-2004 Mention 2: Dislike About Democratic Presidential Cand COLLAPSED,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",11-50,,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,13
VCF0483c,1952-1968 Mention 2: Dislike About Democratic Presidential Cand,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1952, 1956, 1960, 1964, 1968",Yes,0
VCF0483d,1952-1968 Mention 2: Dislike About Democratic Presidential Cand COLLAPSED,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",21-30,,"1952, 1956, 1960, 1964, 1968",Yes,10
VCF0484a,1972-2004 Mention 3: Dislike About Democratic Presidential Cand,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,0
VCF0484b,1972-2004 Mention 3: Dislike About Democratic Presidential Cand COLLAPSED,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",11-50,,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,13
VCF0484c,1952-1968 Mention 3: Dislike About Democratic Presidential Cand,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1952, 1956, 1960, 1964, 1968",Yes,0
VCF0484d,1952-1968 Mention 3: Dislike About Democratic Presidential Cand COLLAPSED,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",21-30,,"1952, 1956, 1960, 1964, 1968",Yes,10
VCF0485a,1972-2004 Mention 4: Dislike About Democratic Presidential Cand,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,0
VCF0485b,1972-2004 Mention 4: Dislike About Democratic Presidential Cand COLLAPSED,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",11-50,,"1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,13
VCF0485c,1952-1968 Mention 4: Dislike About Democratic Presidential Cand,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1952, 1956, 1960, 1964, 1968",Yes,0
VCF0485d,1952-1968 Mention 4: Dislike About Democratic Presidential Cand COLLAPSED,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",21-30,,"1952, 1956, 1960, 1964, 1968",Yes,10
VCF0486a,1972-2004 Mention 5: Dislike About Democratic Presidential Cand,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,0
VCF0486b,1972-2004 Mention 5: Dislike About Democratic Presidential Cand COLLAPSED,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",11-50,,"1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,13
VCF0486c,1952-1968 Mention 5: Dislike About Democratic Presidential Cand,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1952, 1956, 1960, 1964, 1968",Yes,0
VCF0486d,1952-1968 Mention 5: Dislike About Democratic Presidential Cand COLLAPSED,"Is there anything in particular about {DEMOCRATIC
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",21-30,,"1952, 1956, 1960, 1964, 1968",Yes,10
VCF0487,Likes anything about Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for him?",1-5,8;9,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004, 2008, 2012, 2016, 2020, 2024",Yes,4
VCF0488a,1972-2004 Mention 1: Like About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",,8888;8889,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,2
VCF0488b,1972-2004 Mention 1: Like About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",11-50,88;89,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,15
VCF0488c,1952-1968 Mention 1: Like About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",,9987;9988;9989,"1952, 1956, 1960, 1964, 1968",Yes,3
VCF0488d,1952-1968 Mention 1: Like About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",21-30,87;89,"1952, 1956, 1960, 1964, 1968",Yes,12
VCF0489a,1972-2004 Mention 2: Like About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",,,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,0
VCF0489b,1972-2004 Mention 2: Like About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",11-50,,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,13
VCF0489c,1952-1968 Mention 2: Like About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",,,"1952, 1956, 1960, 1964, 1968",Yes,0
VCF0489d,1952-1968 Mention 2: Like About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",21-30,,"1952, 1956, 1960, 1964, 1968",Yes,10
VCF0490a,1972-2004 Mention 3: Like About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",,,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,0
VCF0490b,1972-2004 Mention 3: Like About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",11-50,,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,13
VCF0490c,1952-1968 Mention 3: Like About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",,,"1952, 1956, 1960, 1964, 1968",Yes,0
VCF0490d,1952-1968 Mention 3: Like About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",21-30,,"1952, 1956, 1960, 1964, 1968",Yes,10
VCF0491a,1972-2004 Mention 4: Like About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",,,"1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,0
VCF0491b,1972-2004 Mention 4: Like About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",11-50,,"1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,13
VCF0491c,1952-1968 Mention 4: Like About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",,,"1952, 1956, 1960, 1964, 1968",Yes,0
VCF0491d,1952-1968 Mention 4: Like About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",21-30,,"1952, 1956, 1960, 1964, 1968",Yes,10
VCF0492a,1972-2004 Mention 5: Like About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",,,"1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,0
VCF0492b,1972-2004 Mention 5: Like About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",11-50,,"1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,13
VCF0492c,1952-1968 Mention 5: Like About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",,,"1952, 1956, 1960, 1964, 1968",Yes,0
VCF0492d,1952-1968 Mention 5: Like About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote for
him?
What",21-30,,"1952, 1956, 1960, 1964, 1968",Yes,10
VCF0493,Dislikes anything about Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against him?",1-5,8;9,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004, 2008, 2012, 2016, 2020, 2024",Yes,4
VCF0494a,1972-2004 Mention 1: Dislike About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,8888;8889,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,2
VCF0494b,1972-2004 Mention 1: Dislike About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",11-50,88;89,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,15
VCF0494c,1952-1968 Mention 1: Dislike About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,9987;9988;9989,"1952, 1956, 1960, 1964, 1968",Yes,3
VCF0494d,1952-1968 Mention 1: Dislike About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",21-30,87;89,"1952, 1956, 1960, 1964, 1968",Yes,12
VCF0495a,1972-2004 Mention 2: Dislike About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,0
VCF0495b,1972-2004 Mention 2: Dislike About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",11-40,,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,13
VCF0495c,1952-1968 Mention 2: Dislike About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1952, 1956, 1960, 1964, 1968",Yes,0
VCF0495d,1952-1968 Mention 2: Dislike About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",21-30,,"1952, 1956, 1960, 1964, 1968",Yes,10
VCF0496a,1972-2004 Mention 3: Dislike About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,0
VCF0496b,1972-2004 Mention 3: Dislike About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",11-50,,"1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,13
VCF0496c,1952-1968 Mention 3: Dislike About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1952, 1956, 1960, 1964, 1968",Yes,0
VCF0496d,1952-1968 Mention 3: Dislike About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",21-30,,"1952, 1956, 1960, 1964, 1968",Yes,10
VCF0497a,1972-2004 Mention 4: Dislike About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,0
VCF0497b,1972-2004 Mention 4: Dislike About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",11-50,,"1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,13
VCF0497c,1952-1968 Mention 4: Dislike About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1952, 1956, 1960, 1964, 1968",Yes,0
VCF0497d,1952-1968 Mention 4: Dislike About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",21-30,,"1952, 1956, 1960, 1964, 1968",Yes,10
VCF0498a,1972-2004 Mention 5: Dislike About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,0
VCF0498b,1972-2004 Mention 5: Dislike About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",11-50,,"1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004",Yes,13
VCF0498c,1952-1968 Mention 5: Dislike About Republican Presidential Cand,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",,,"1952, 1956, 1960, 1964, 1968",Yes,0
VCF0498d,1952-1968 Mention 5: Dislike About Republican Presidential Cand COLLAPSED,"Is there anything in particular about {REPUBLICAN
PRESIDENTIAL
CANDIDATE} that might make you want to vote against
him?
",21-29,30,"1952, 1956, 1960, 1964, 1968",Yes,10
VCF0501,Difference Between Major Parties,"Do you think there are any important differences in what
the
Republicans and Democrats stand for?",1-9,0,"1952, 1960, 1964, 1966, 1968, 1972, 1976, 1980, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2004, 2008, 2012, 2016, 2020, 2024",Yes,4
VCF0502,Which Major Party is More Conservative 3-Category,"1960-1976: 
Would you say that one of the parties (1972: either
party) is more
conservative or more liberal than the oth",1-9,0,"1960, 1964, 1968, 1970, 1972, 1976, 1984, 1988, 1990, 1992, 2004, 2008, 2012, 2016, 2020, 2024",Yes,4
VCF0502a,Which Major Party is More Conservative 4-Category,"1970-1976: 
Would you say that one of the parties (1972: either
party) is more
conservative or more liberal than the oth",1-9,0,"1970, 1972, 1976, 1984, 1988, 1990, 1992, 2004, 2008, 2012, 2016, 2020",Yes,5
